,State,AreaName,M_Poverty,F_Poverty,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,Incidence_Rate,Avg_Ann_Incidence,Mortality_Rate,Avg_Ann_Deaths,All_With,All_Without,Population
947,KS,"Nemaha County, Kansas",473,656,48653.0,49292.0,28523.0,21875.0,,53281.0,,_,29.6,5,9311,579,9890
948,KS,"Neosho County, Kansas",1306,1655,43195.0,43450.0,,,,24583.0,,_,49.7,11,14458,1737,16195
949,KS,"Ness County, Kansas",217,137,44904.0,44778.0,,,,32788.0,,_,,*,2795,225,3020
950,KS,"Norton County, Kansas",166,232,47852.0,47542.0,,,,,,_,,*,4378,376,4754
951,KS,"Osage County, Kansas",852,1145,49915.0,50514.0,,,,40060.0,,_,61.8,14,14139,1735,15874
952,KS,"Osborne County, Kansas",232,332,40216.0,39844.0,,,,,,_,,*,3309,368,3677
953,KS,"Ottawa County, Kansas",217,249,52479.0,53021.0,,,,67596.0,,_,46.4,4,5377,576,5953
954,KS,"Pawnee County, Kansas",179,285,43250.0,43844.0,,,,,,_,33.2,3,5255,645,5900
955,KS,"Phillips County, Kansas",207,287,44170.0,44236.0,,43750.0,,43295.0,,_,56.3,5,4985,398,5383
956,KS,"Pottawatomie County, Kansas",859,1133,60216.0,60330.0,88780.0,71912.0,51591.0,41500.0,,_,39.2,9,20517,1633,22150
957,KS,"Pratt County, Kansas",511,633,49550.0,51250.0,,,,46894.0,,_,46.2,7,8563,969,9532
958,KS,"Rawlins County, Kansas",108,142,41579.0,41480.0,,,,,,_,,*,2305,199,2504
959,KS,"Reno County, Kansas",3277,4180,45288.0,45391.0,51612.0,50750.0,65750.0,39123.0,,_,51.4,45,53755,7809,61564
960,KS,"Republic County, Kansas",248,351,40449.0,40740.0,,,,55250.0,,_,49.0,4,4351,357,4708
961,KS,"Rice County, Kansas",641,724,48460.0,49547.0,23947.0,46667.0,2499.0,52935.0,,_,62.7,9,8473,1343,9816
962,KS,"Riley County, Kansas",7227,7695,44437.0,45612.0,47893.0,22517.0,30675.0,33583.0,,_,45.2,20,63595,4728,68323
963,KS,"Rooks County, Kansas",367,356,43558.0,43269.0,,,,28958.0,,_,,*,4515,514,5029
964,KS,"Rush County, Kansas",123,169,38854.0,39063.0,,,,,,_,,*,2827,291,3118
965,KS,"Russell County, Kansas",442,443,41102.0,41858.0,,,,38750.0,,_,39.9,5,6248,616,6864
966,KS,"Saline County, Kansas",3648,5052,47801.0,48491.0,33438.0,20425.0,75547.0,31574.0,,_,51.8,35,48013,6920,54933
967,KS,"Scott County, Kansas",104,215,51850.0,51868.0,,,,,,_,,*,4513,334,4847
968,KS,"Sedgwick County, Kansas",34214,41186,50657.0,53837.0,29097.0,42793.0,53291.0,36978.0,,_,50.3,251,433922,66158,500080
969,KS,"Seward County, Kansas",1771,2579,47134.0,47277.0,36429.0,72386.0,57434.0,44024.0,,_,37.1,7,18568,4498,23066
970,KS,"Shawnee County, Kansas",12850,13595,50378.0,52449.0,27617.0,46600.0,61607.0,40216.0,,_,49.9,109,156030,19501,175531
971,KS,"Sheridan County, Kansas",49,116,49750.0,50406.0,,,,35673.0,,_,,*,2264,238,2502
972,KS,"Sherman County, Kansas",605,520,39029.0,39757.0,,,,25873.0,,_,51.6,5,5307,693,6000
973,KS,"Smith County, Kansas",207,336,43848.0,43992.0,,,,72875.0,,_,61.9,4,3447,235,3682
974,KS,"Stafford County, Kansas",351,324,47377.0,47905.0,,,,36500.0,,_,,*,3644,568,4212
975,KS,"Stanton County, Kansas",41,72,43780.0,52500.0,,,,32083.0,,_,,*,1878,235,2113
976,KS,"Stevens County, Kansas",423,614,55433.0,60795.0,,42917.0,,41719.0,,_,,*,4711,987,5698
977,KS,"Sumner County, Kansas",1134,1735,50141.0,50423.0,,,2499.0,54241.0,,_,49.9,15,20715,2440,23155
978,KS,"Thomas County, Kansas",337,396,48504.0,49375.0,,,,35096.0,,_,,*,7282,527,7809
979,KS,"Trego County, Kansas",54,65,54000.0,54000.0,,,,41250.0,,_,,*,2644,234,2878
980,KS,"Wabaunsee County, Kansas",149,255,54688.0,54555.0,,,,48500.0,,_,,*,6334,560,6894
981,KS,"Wallace County, Kansas",54,75,47279.0,47426.0,,,,53750.0,,_,,*,1399,178,1577
982,KS,"Washington County, Kansas",265,384,45159.0,45099.0,,,,31875.0,,_,42.7,4,5078,475,5553
983,KS,"Wichita County, Kansas",122,92,57171.0,56711.0,,,,38000.0,,_,,*,1860,320,2180
984,KS,"Wilson County, Kansas",813,826,40306.0,40699.0,,31667.0,114250.0,28750.0,,_,36.5,5,7529,1406,8935
985,KS,"Woodson County, Kansas",328,386,35787.0,36019.0,,,,,,_,75.6,4,2670,517,3187
986,KS,"Wyandotte County, Kansas",17111,20852,40113.0,44543.0,30800.0,32054.0,32917.0,35763.0,,_,67.4,99,123640,35964,159604
