,State,AreaName,M_Poverty,F_Poverty,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,Incidence_Rate,Avg_Ann_Incidence,Mortality_Rate,Avg_Ann_Deaths,All_With,All_Without,Population
1682,NC,"Franklin County, North Carolina",4247,5356,42685.0,50847.0,27624.0,39175.0,,35335.0,763.0,53,58.9,40,51565,9673,61238
1683,NC,"Gaston County, North Carolina",15570,20457,42429.0,45474.0,31668.0,37829.0,73929.0,30537.0,872.0,211,63.1,150,175233,32452,207685
1684,NC,"Gates County, North Carolina",683,968,49258.0,51986.0,39180.0,,,35670.0,518.0,8,56.0,9,10383,1243,11626
1685,NC,"Graham County, North Carolina",867,1017,34805.0,35828.0,,22400.0,,35268.0,488.0,7,35.3,5,6755,1831,8586
1686,NC,"Granville County, North Carolina",4172,4771,50225.0,56272.0,33947.0,64063.0,113068.0,50968.0,823.0,56,52.5,35,48241,6800,55041
1687,NC,"Greene County, North Carolina",2049,2913,35777.0,40677.0,32725.0,,,23710.0,702.0,17,56.9,13,16064,3217,19281
1688,NC,"Guilford County, North Carolina",37328,49480,45651.0,56719.0,33980.0,47361.0,48382.0,32192.0,703.0,367,48.3,251,430647,72216,502863
1689,NC,"Halifax County, North Carolina",6086,7574,32245.0,45254.0,23531.0,23125.0,53889.0,53897.0,689.0,51,52.4,39,44882,7111,51993
1690,NC,"Harnett County, North Carolina",9986,12108,46353.0,51068.0,34185.0,38200.0,92344.0,35349.0,863.0,93,60.2,63,100908,17187,118095
1691,NC,"Haywood County, North Carolina",4642,5414,42257.0,42510.0,27431.0,,,41354.0,702.0,67,47.7,46,49955,8715,58670
1692,NC,"Henderson County, North Carolina",7217,7767,46448.0,47247.0,23319.0,61362.0,60795.0,26973.0,599.0,109,43.5,80,92594,16046,108640
1693,NC,"Hertford County, North Carolina",2134,3341,33008.0,42870.0,25381.0,24063.0,71389.0,,683.0,22,48.4,16,19237,2935,22172
1694,NC,"Hoke County, North Carolina",4612,6435,41542.0,55712.0,34740.0,29688.0,,37113.0,969.0,34,75.3,24,40237,6642,46879
1695,NC,"Hyde County, North Carolina",278,612,42897.0,53348.0,33958.0,,,,836.0,6,54.9,4,4149,878,5027
1696,NC,"Iredell County, North Carolina",9533,13270,52306.0,55471.0,31184.0,62045.0,86094.0,34778.0,739.0,131,52.2,92,142948,20931,163879
1697,NC,"Jackson County, North Carolina",3911,4228,38015.0,39363.0,22692.0,31806.0,,18239.0,649.0,33,50.1,25,34182,6303,40485
1698,NC,"Johnston County, North Carolina",12599,14487,50512.0,54415.0,39871.0,18628.0,38304.0,30948.0,701.0,116,58.4,94,150274,26452,176726
1699,NC,"Jones County, North Carolina",889,1284,34005.0,43750.0,23341.0,35536.0,,50147.0,864.0,13,65.9,10,8344,1719,10063
1700,NC,"Lee County, North Carolina",4363,6170,45608.0,51879.0,30547.0,44306.0,69844.0,33104.0,766.0,51,54.7,36,47448,10737,58185
1701,NC,"Lenoir County, North Carolina",5724,7677,34717.0,41064.0,26813.0,79792.0,46780.0,26283.0,73.0,57,53.2,42,47973,9815,57788
1702,NC,"Lincoln County, North Carolina",5509,6734,49215.0,51369.0,31250.0,35380.0,,41000.0,716.0,65,51.8,47,67953,11057,79010
1703,NC,"McDowell County, North Carolina",4138,4759,35965.0,37085.0,20744.0,,54545.0,36324.0,886.0,54,58.1,35,38034,5985,44019
1704,NC,"Macon County, North Carolina",2951,3450,39133.0,39966.0,,65536.0,52917.0,30705.0,754.0,46,57.9,35,27253,6438,33691
1705,NC,"Madison County, North Carolina",1490,2126,37904.0,38289.0,,,,,565.0,18,47.0,14,18236,2558,20794
1706,NC,"Martin County, North Carolina",2191,2816,35080.0,46131.0,27717.0,,,27118.0,68.0,24,47.2,16,19609,3982,23591
1707,NC,"Mecklenburg County, North Carolina",65072,83254,56854.0,71296.0,39159.0,43292.0,71071.0,39397.0,594.0,452,41.9,314,835466,149162,984628
1708,NC,"Mitchell County, North Carolina",1265,1645,37391.0,37558.0,,,,23295.0,814.0,20,63.3,16,12980,2223,15203
1709,NC,"Montgomery County, North Carolina",2942,3774,32500.0,37939.0,21250.0,30542.0,56921.0,30689.0,713.0,26,49.4,18,21591,5173,26764
1710,NC,"Moore County, North Carolina",5800,8008,50998.0,55347.0,25659.0,75625.0,73421.0,33080.0,737.0,108,48.5,74,78503,10861,89364
